radar,date,season,download?,status,contamination type,target_id,screener,surface wind (m/s),wind direction,time,target speed (m/s),ground heading,comments
KMOB,10/26/2011,Fall,y,,,,,,,,,,
KMOB,10/27/2011,Fall,y,,,,,,,,,,
KMOB,10/28/2011,Fall,n,,,,,,,,,,
KMOB,10/29/2011,Fall,y,,,,,,,,,,
KMOB,10/30/2011,Fall,y,,,,,,,,,,
KMOB,10/31/2011,Fall,y,,,,,,,,,,
KMOB,11/1/2011,Fall,y,,,,,,,,,,
KMOB,9/1/2012,Fall,n,,,,,,,,,,
KMOB,9/2/2012,Fall,y,,,,,,,,,,
KMOB,9/3/2012,Fall,y,,,,,,,,,,
KMOB,9/4/2012,Fall,n,,,,,,,,,,
KMOB,9/5/2012,Fall,y,,,,,,,,,,
KMOB,9/6/2012,Fall,n,,,,,,,,,,
KMOB,9/7/2012,Fall,y,,,,,,,,,,
KMOB,9/8/2012,Fall,n,,,,,,,,,,
KMOB,9/9/2012,Fall,y,,,,,,,,,,
KMOB,9/10/2012,Fall,y,,,,,,,,,,
KMOB,9/11/2012,Fall,y,,,,,,,,,,
KMOB,9/12/2012,Fall,y,,,,,,,,,,
KMOB,9/13/2012,Fall,n,,,,,,,,,,
KMOB,9/14/2012,Fall,y,,,,,,,,,,
KMOB,9/15/2012,Fall,n,,,,,,,,,,
KMOB,9/16/2012,Fall,n,,,,,,,,,,
KMOB,9/17/2012,Fall,n,,,,,,,,,,
KMOB,9/18/2012,Fall,y,,,,,,,,,,
KMOB,9/19/2012,Fall,y,,,,,,,,,,
KMOB,9/20/2012,Fall,y,,,,,,,,,,
KMOB,9/21/2012,Fall,y,,,,,,,,,,
KMOB,9/22/2012,Fall,y,,,,,,,,,,
KMOB,9/23/2012,Fall,y,,,,,,,,,,
KMOB,9/24/2012,Fall,y,,,,,,,,,,
KMOB,9/25/2012,Fall,y,,,,,,,,,,
KMOB,9/26/2012,Fall,n,,,,,,,,,,
KMOB,9/27/2012,Fall,y,,,,,,,,,,
KMOB,9/28/2012,Fall,n,,,,,,,,,,
KMOB,9/29/2012,Fall,n,,,,,,,,,,
KMOB,9/30/2012,Fall,n,,,,,,,,,,
KMOB,10/1/2012,Fall,y,,,,,,,,,,
KMOB,10/2/2012,Fall,y,,,,,,,,,,
KMOB,10/3/2012,Fall,y,,,,,,,,,,
KMOB,10/4/2012,Fall,y,,,,,,,,,,
KMOB,10/5/2012,Fall,y,,,,,,,,,,
KMOB,10/6/2012,Fall,y,,,,,,,,,,
KMOB,10/7/2012,Fall,y,,,,,,,,,,
KMOB,10/8/2012,Fall,y,,,,,,,,,,
KMOB,10/9/2012,Fall,y,,,,,,,,,,
KMOB,10/10/2012,Fall,y,,,,,,,,,,
KMOB,10/11/2012,Fall,y,,,,,,,,,,
KMOB,10/12/2012,Fall,n,,,,,,,,,,
KMOB,10/13/2012,Fall,y,,,,,,,,,,
KMOB,10/14/2012,Fall,y,,,,,,,,,,
KMOB,10/15/2012,Fall,y,,,,,,,,,,
KMOB,10/16/2012,Fall,y,,,,,,,,,,
KMOB,10/17/2012,Fall,y,,,,,,,,,,
KMOB,10/18/2012,Fall,y,,,,,,,,,,
KMOB,10/19/2012,Fall,y,,,,,,,,,,
KMOB,10/20/2012,Fall,y,,,,,,,,,,
KMOB,10/21/2012,Fall,n,,,,,,,,,,
KMOB,10/22/2012,Fall,y,,,,,,,,,,
KMOB,10/23/2012,Fall,y,,,,,,,,,,
KMOB,10/24/2012,Fall,y,,,,,,,,,,
KMOB,10/25/2012,Fall,y,,,,,,,,,,
KMOB,10/26/2012,Fall,y,,,,,,,,,,
KMOB,10/27/2012,Fall,y,,,,,,,,,,
KMOB,10/28/2012,Fall,y,,,,,,,,,,
KMOB,10/29/2012,Fall,y,,,,,,,,,,
KMOB,10/30/2012,Fall,y,,,,,,,,,,
KMOB,10/31/2012,Fall,y,,,,,,,,,,
KMOB,11/1/2012,Fall,y,,,,,,,,,,
KMOB,9/1/2013,Fall,n,,,,,,,,,,
KMOB,9/2/2013,Fall,n,,,,,,,,,,
KMOB,9/3/2013,Fall,n,,,,,,,,,,
KMOB,9/4/2013,Fall,n,,,,,,,,,,
KMOB,9/5/2013,Fall,n,,,,,,,,,,
KMOB,9/6/2013,Fall,y,,,,,,,,,,
KMOB,9/7/2013,Fall,y,,,,,,,,,,
KMOB,9/8/2013,Fall,y,,,,,,,,,,
KMOB,9/9/2013,Fall,y,,,,,,,,,,
KMOB,9/10/2013,Fall,n,,,,,,,,,,
KMOB,9/11/2013,Fall,y,,,,,,,,,,
KMOB,9/12/2013,Fall,y,,,,,,,,,,
KMOB,9/13/2013,Fall,n,,,,,,,,,,
KMOB,9/14/2013,Fall,y,,,,,,,,,,
KMOB,9/15/2013,Fall,y,,,,,,,,,,
KMOB,9/16/2013,Fall,n,,,,,,,,,,
KMOB,9/17/2013,Fall,n,,,,,,,,,,
KMOB,9/18/2013,Fall,n,,,,,,,,,,
KMOB,9/19/2013,Fall,y,,,,,,,,,,
KMOB,9/20/2013,Fall,n,,,,,,,,,,
KMOB,9/21/2013,Fall,n,,,,,,,,,,
KMOB,9/22/2013,Fall,y,,,,,,,,,,
KMOB,9/23/2013,Fall,n,,,,,,,,,,
KMOB,9/24/2013,Fall,n,,,,,,,,,,
KMOB,9/25/2013,Fall,y,,,,,,,,,,
KMOB,9/26/2013,Fall,y,,,,,,,,,,
KMOB,9/27/2013,Fall,y,,,,,,,,,,
KMOB,9/28/2013,Fall,y,,,,,,,,,,
KMOB,9/29/2013,Fall,n,,,,,,,,,,
KMOB,9/30/2013,Fall,y,,,,,,,,,,
KMOB,10/1/2013,Fall,n,,,,,,,,,,
KMOB,10/2/2013,Fall,n,,,,,,,,,,
KMOB,10/3/2013,Fall,n,,,,,,,,,,
KMOB,10/4/2013,Fall,n,,,,,,,,,,
KMOB,10/5/2013,Fall,n,,,,,,,,,,
KMOB,10/6/2013,Fall,n,,,,,,,,,,
KMOB,10/7/2013,Fall,y,,,,,,,,,,
KMOB,10/8/2013,Fall,y,,,,,,,,,,
KMOB,10/9/2013,Fall,y,,,,,,,,,,
KMOB,10/10/2013,Fall,y,,,,,,,,,,
KMOB,10/11/2013,Fall,y,,,,,,,,,,
KMOB,10/12/2013,Fall,y,,,,,,,,,,
KMOB,10/13/2013,Fall,y,,,,,,,,,,
KMOB,10/14/2013,Fall,y,,,,,,,,,,
KMOB,10/15/2013,Fall,y,,,,,,,,,,
KMOB,10/16/2013,Fall,y,,,,,,,,,,
KMOB,10/17/2013,Fall,y,,,,,,,,,,
KMOB,10/18/2013,Fall,n,,,,,,,,,,
KMOB,10/19/2013,Fall,y,,,,,,,,,,
KMOB,10/20/2013,Fall,y,,,,,,,,,,
KMOB,10/21/2013,Fall,n,,,,,,,,,,
KMOB,10/22/2013,Fall,n,,,,,,,,,,
KMOB,10/23/2013,Fall,y,,,,,,,,,,
KMOB,10/24/2013,Fall,y,,,,,,,,,,
KMOB,10/25/2013,Fall,y,,,,,,,,,,
KMOB,10/26/2013,Fall,y,,,,,,,,,,
KMOB,10/27/2013,Fall,n,,,,,,,,,,
KMOB,10/28/2013,Fall,y,,,,,,,,,,
KMOB,10/29/2013,Fall,y,,,,,,,,,,
KMOB,10/30/2013,Fall,y,,,,,,,,,,
KMOB,10/31/2013,Fall,n,,,,,,,,,,
KMOB,9/1/2014,Fall,n,,,,,,,,,,
KMOB,9/2/2014,Fall,n,,,,,,,,,,
KMOB,9/3/2014,Fall,n,,,,,,,,,,
KMOB,9/4/2014,Fall,n,,,,,,,,,,
KMOB,9/5/2014,Fall,n,,,,,,,,,,
KMOB,9/6/2014,Fall,n,,,,,,,,,,
KMOB,9/7/2014,Fall,n,,,,,,,,,,
KMOB,9/8/2014,Fall,n,,,,,,,,,,
KMOB,9/9/2014,Fall,y,,,,,,,,,,
KMOB,9/10/2014,Fall,n,,,,,,,,,,
KMOB,9/11/2014,Fall,n,,,,,,,,,,
KMOB,9/12/2014,Fall,y,,,,,,,,,,
KMOB,9/13/2014,Fall,n,,,,,,,,,,
KMOB,9/14/2014,Fall,n,,,,,,,,,,
KMOB,9/15/2014,Fall,n,,,,,,,,,,
KMOB,9/16/2014,Fall,n,,,,,,,,,,
KMOB,9/17/2014,Fall,n,,,,,,,,,,
KMOB,9/18/2014,Fall,n,,,,,,,,,,
KMOB,9/19/2014,Fall,y,,,,,,,,,,
KMOB,9/20/2014,Fall,y,,,,,,,,,,
KMOB,9/21/2014,Fall,y,,,,,,,,,,
KMOB,9/22/2014,Fall,y,,,,,,,,,,
KMOB,9/23/2014,Fall,y,,,,,,,,,,
KMOB,9/24/2014,Fall,y,,,,,,,,,,
KMOB,9/25/2014,Fall,y,,,,,,,,,,
KMOB,9/26/2014,Fall,y,,,,,,,,,,
KMOB,9/27/2014,Fall,y,,,,,,,,,,
KMOB,9/28/2014,Fall,n,,,,,,,,,,
KMOB,9/29/2014,Fall,n,,,,,,,,,,
KMOB,9/30/2014,Fall,y,,,,,,,,,,
KMOB,10/1/2014,Fall,y,,,,,,,,,,
KMOB,10/2/2014,Fall,n,,,,,,,,,,
KMOB,10/3/2014,Fall,y,,,,,,,,,,
KMOB,10/4/2014,Fall,y,,,,,,,,,,
KMOB,10/5/2014,Fall,y,,,,,,,,,,
KMOB,10/6/2014,Fall,y,,,,,,,,,,
KMOB,10/7/2014,Fall,y,,,,,,,,,,
KMOB,10/8/2014,Fall,n,,,,,,,,,,
KMOB,10/9/2014,Fall,y,,,,,,,,,,
KMOB,10/10/2014,Fall,n,,,,,,,,,,
KMOB,10/11/2014,Fall,n,,,,,,,,,,
KMOB,10/12/2014,Fall,y,,,,,,,,,,
KMOB,10/13/2014,Fall,n,,,,,,,,,,
KMOB,10/14/2014,Fall,y,,,,,,,,,,
KMOB,10/15/2014,Fall,y,,,,,,,,,,
KMOB,10/16/2014,Fall,y,,,,,,,,,,
KMOB,10/17/2014,Fall,y,,,,,,,,,,
KMOB,10/18/2014,Fall,y,,,,,,,,,,
KMOB,10/19/2014,Fall,y,,,,,,,,,,
KMOB,10/20/2014,Fall,y,,,,,,,,,,
KMOB,10/21/2014,Fall,y,,,,,,,,,,
KMOB,10/22/2014,Fall,y,,,,,,,,,,
KMOB,10/23/2014,Fall,y,,,,,,,,,,
KMOB,10/24/2014,Fall,y,,,,,,,,,,
KMOB,10/25/2014,Fall,y,,,,,,,,,,
KMOB,10/26/2014,Fall,y,,,,,,,,,,
KMOB,10/27/2014,Fall,y,,,,,,,,,,
KMOB,10/28/2014,Fall,n,,,,,,,,,,
KMOB,10/29/2014,Fall,n,,,,,,,,,,
KMOB,10/30/2014,Fall,y,,,,,,,,,,
KMOB,10/31/2014,Fall,y,,,,,,,,,,
KMOB,11/1/2014,Fall,y,,,,,,,,,,
